sent_id,match_type,similarity,expected,expected_sub,expected_rel,expected_obj,predicted,predicted_sub,predicted_rel,predicted_obj
ont_8_celestialbody_test_19,SEMANTIC,0.99,"(Walter_Baade, birthPlace, German_Empire)",Walter_Baade,birthPlace,German_Empire,"(Walter_Baade, nationality, German_Empire)",Walter_Baade,nationality,German_Empire
ont_8_celestialbody_test_19,MISSING,,"(1036_Ganymed, discoverer, Walter_Baade)",1036_Ganymed,discoverer,Walter_Baade,,,,
ont_8_celestialbody_test_19,EXTRA,,,,,,"(Walter_Baade, discovered, 1036_Ganymed)",Walter_Baade,discovered,1036_Ganymed
ont_8_celestialbody_test_2,SEMANTIC,0.97,"((19255)_1994_VK8, escapeVelocity, 0.0925 (kilometrePerSeconds))",(19255)_1994_VK8,escapeVelocity,0.0925 (kilometrePerSeconds),"((19255)_1994_VK8, escapeVelocity, 0.0925)",(19255)_1994_VK8,escapeVelocity,0.0925
ont_8_celestialbody_test_2,SEMANTIC,0.94,"((19255)_1994_VK8, apoapsis, 6603633000.0 (kilometres))",(19255)_1994_VK8,apoapsis,6603633000.0 (kilometres),"((19255)_1994_VK8, apoapsis, 6603633000.0)",(19255)_1994_VK8,apoapsis,6603633000.0
ont_8_celestialbody_test_2,MISSING,,"((19255)_1994_VK8, density, 2.0 (gramPerCubicCentimetres))",(19255)_1994_VK8,density,2.0 (gramPerCubicCentimetres),,,,
ont_8_celestialbody_test_2,EXTRA,,,,,,"((19255)_1994_VK8, density, 2)",(19255)_1994_VK8,density,2
ont_8_celestialbody_test_20,SEMANTIC,0.99,"(1036_Ganymed, discoverer, Walter_Baade)",1036_Ganymed,discoverer,Walter_Baade,"(1036_Ganymed, discovered, Walter_Baade)",1036_Ganymed,discovered,Walter_Baade
ont_8_celestialbody_test_20,SEMANTIC,0.96,"(Walter_Baade, doctoralStudent, Halton_Arp)",Walter_Baade,doctoralStudent,Halton_Arp,"(Halton_Arp, doctoralStudent, Walter_Baade)",Halton_Arp,doctoralStudent,Walter_Baade
ont_8_celestialbody_test_20,MISSING,,"(Walter_Baade, birthPlace, Preußisch_Oldendorf)",Walter_Baade,birthPlace,Preußisch_Oldendorf,,,,
ont_8_celestialbody_test_21,EXACT,1.00,"(1036_Ganymed, epoch, 2004-10-22)",1036_Ganymed,epoch,2004-10-22,"(1036_Ganymed, epoch, 2004-10-22)",1036_Ganymed,epoch,2004-10-22
ont_8_celestialbody_test_21,SEMANTIC,0.96,"(1036_Ganymed, orbitalPeriod, 374976.0 (seconds))",1036_Ganymed,orbitalPeriod,374976.0 (seconds),"(1036_Ganymed, orbitalPeriod, 374976)",1036_Ganymed,orbitalPeriod,374976
ont_8_celestialbody_test_21,MISSING,,"(1036_Ganymed, apoapsis, 611961000.0 (kilometres))",1036_Ganymed,apoapsis,611961000.0 (kilometres),,,,
ont_8_celestialbody_test_21,EXTRA,,,,,,"(1036_Ganymed, apoapsis, 611961000)",1036_Ganymed,apoapsis,611961000
ont_8_celestialbody_test_22,SEMANTIC,0.95,"(1089_Tama, apoapsis, 373513000.0 (kilometres))",1089_Tama,apoapsis,373513000.0 (kilometres),"(1089_Tama, apoapsis, 373513000.0)",1089_Tama,apoapsis,373513000.0
ont_8_celestialbody_test_22,SEMANTIC,0.98,"(1089_Tama, orbitalPeriod, 1202.846 (days))",1089_Tama,orbitalPeriod,1202.846 (days),"(1089_Tama, orbitalPeriod, 1202.846)",1089_Tama,orbitalPeriod,1202.846
ont_8_celestialbody_test_22,SEMANTIC,0.94,"(1089_Tama, averageSpeed, 19.94 (kilometrePerSeconds))",1089_Tama,averageSpeed,19.94 (kilometrePerSeconds),"(1089_Tama, averageSpeed, 19.94)",1089_Tama,averageSpeed,19.94
ont_8_celestialbody_test_23,EXACT,1.00,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26
ont_8_celestialbody_test_23,EXACT,1.00,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0
ont_8_celestialbody_test_23,SEMANTIC,0.97,"(1089_Tama, formerName, 1930 ST; 1952 HE4)",1089_Tama,formerName,1930 ST; 1952 HE4,"(1089_Tama, formerName, 1952 he4)",1089_Tama,formerName,1952 he4
ont_8_celestialbody_test_23,EXTRA,,,,,,"(1089_Tama, formerName, 1930 st)",1089_Tama,formerName,1930 st
ont_8_celestialbody_test_24,EXACT,1.00,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26
ont_8_celestialbody_test_24,EXACT,1.00,"(1089_Tama, formerName, A894 VA; A904 VD;)",1089_Tama,formerName,A894 VA; A904 VD;,"(1089_Tama, formerName, a894 va; a904 vd;)",1089_Tama,formerName,a894 va; a904 vd;
ont_8_celestialbody_test_24,MISSING,,"(1089_Tama, apoapsis, 373513000.0 (kilometres))",1089_Tama,apoapsis,373513000.0 (kilometres),,,,
ont_8_celestialbody_test_24,EXTRA,,,,,,"(1089_Tama, apoapsis, 373513000)",1089_Tama,apoapsis,373513000
ont_8_celestialbody_test_25,EXACT,1.00,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0
ont_8_celestialbody_test_25,SEMANTIC,0.99,"(1089_Tama, formerName, A894 VA; A904 VD;)",1089_Tama,formerName,A894 VA; A904 VD;,"(1089_Tama, formerName, a894 va; a904 vd)",1089_Tama,formerName,a894 va; a904 vd
ont_8_celestialbody_test_25,MISSING,,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,,,,
ont_8_celestialbody_test_25,EXTRA,,,,,,"(1089_Tama, deathDate, 2005-11-26)",1089_Tama,deathDate,2005-11-26
ont_8_celestialbody_test_26,EXACT,1.00,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26
ont_8_celestialbody_test_26,EXACT,1.00,"(1089_Tama, formerName, A919 HA; 1927 WB;)",1089_Tama,formerName,A919 HA; 1927 WB;,"(1089_Tama, formerName, a919 ha; 1927 wb;)",1089_Tama,formerName,a919 ha; 1927 wb;
ont_8_celestialbody_test_26,SEMANTIC,0.95,"(1089_Tama, apoapsis, 373513000.0 (kilometres))",1089_Tama,apoapsis,373513000.0 (kilometres),"(1089_Tama, apoapsis, 373513000.0)",1089_Tama,apoapsis,373513000.0
ont_8_celestialbody_test_27,EXACT,1.00,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26
ont_8_celestialbody_test_27,SEMANTIC,1.00,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0,"(1089_Tama, periapsis, 288749000000)",1089_Tama,periapsis,288749000000
ont_8_celestialbody_test_27,SEMANTIC,0.96,"(1089_Tama, formerName, A919 HA; 1927 WB;)",1089_Tama,formerName,A919 HA; 1927 WB;,"(1089_Tama, formerName, a919 ha)",1089_Tama,formerName,a919 ha
ont_8_celestialbody_test_27,EXTRA,,,,,,"(1089_Tama, formerName, 1927 wb)",1089_Tama,formerName,1927 wb
ont_8_celestialbody_test_28,EXACT,1.00,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26
ont_8_celestialbody_test_28,SEMANTIC,0.95,"(1089_Tama, apoapsis, 373513000.0 (kilometres))",1089_Tama,apoapsis,373513000.0 (kilometres),"(1089_Tama, apoapsis, 373513000.0)",1089_Tama,apoapsis,373513000.0
ont_8_celestialbody_test_28,SEMANTIC,0.98,"(1089_Tama, orbitalPeriod, 1202.846 (days))",1089_Tama,orbitalPeriod,1202.846 (days),"(1089_Tama, orbitalPeriod, 1202.846)",1089_Tama,orbitalPeriod,1202.846
ont_8_celestialbody_test_29,SEMANTIC,0.95,"(1089_Tama, apoapsis, 373513000.0 (kilometres))",1089_Tama,apoapsis,373513000.0 (kilometres),"(1089_Tama, apoapsis, 373513000.0)",1089_Tama,apoapsis,373513000.0
ont_8_celestialbody_test_29,SEMANTIC,0.95,"(1089_Tama, temperature, 179.0 (kelvins))",1089_Tama,temperature,179.0 (kelvins),"(1089_Tama, temperature, 179)",1089_Tama,temperature,179
ont_8_celestialbody_test_29,SEMANTIC,0.96,"(1089_Tama, escapeVelocity, 0.0068 (kilometrePerSeconds))",1089_Tama,escapeVelocity,0.0068 (kilometrePerSeconds),"(1089_Tama, escapeVelocity, 0.0068)",1089_Tama,escapeVelocity,0.0068
ont_8_celestialbody_test_3,EXACT,1.00,"((19255)_1994_VK8, epoch, 2006-12-31)",(19255)_1994_VK8,epoch,2006-12-31,"((19255)_1994_VK8, epoch, 2006-12-31)",(19255)_1994_VK8,epoch,2006-12-31
ont_8_celestialbody_test_3,EXACT,1.00,"((19255)_1994_VK8, orbitalPeriod, 8788850000.0)",(19255)_1994_VK8,orbitalPeriod,8788850000.0,"((19255)_1994_VK8, orbitalPeriod, 8788850000.0)",(19255)_1994_VK8,orbitalPeriod,8788850000.0
ont_8_celestialbody_test_3,SEMANTIC,0.95,"((19255)_1994_VK8, mass, 5.6 (kilograms))",(19255)_1994_VK8,mass,5.6 (kilograms),"((19255)_1994_VK8, mass, 5.6)",(19255)_1994_VK8,mass,5.6
ont_8_celestialbody_test_30,EXACT,1.00,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0,"(1089_Tama, periapsis, 288749000000.0)",1089_Tama,periapsis,288749000000.0
ont_8_celestialbody_test_30,SEMANTIC,0.98,"(1089_Tama, orbitalPeriod, 1202.846 (days))",1089_Tama,orbitalPeriod,1202.846 (days),"(1089_Tama, orbitalPeriod, 1202.846)",1089_Tama,orbitalPeriod,1202.846
ont_8_celestialbody_test_30,MISSING,,"(1089_Tama, epoch, 2005-11-26)",1089_Tama,epoch,2005-11-26,,,,
ont_8_celestialbody_test_31,EXACT,1.00,"(110_Lydia, orbitalPeriod, 142603000.0)",110_Lydia,orbitalPeriod,142603000.0,"(110_Lydia, orbitalPeriod, 142603000.0)",110_Lydia,orbitalPeriod,142603000.0
ont_8_celestialbody_test_31,EXACT,1.00,"(110_Lydia, epoch, 2006-12-31)",110_Lydia,epoch,2006-12-31,"(110_Lydia, epoch, 2006-12-31)",110_Lydia,epoch,2006-12-31
ont_8_celestialbody_test_31,MISSING,,"(110_Lydia, mass, 6.7 (kilograms))",110_Lydia,mass,6.7 (kilograms),,,,
ont_8_celestialbody_test_31,EXTRA,,,,,,"(110_Lydia, mass, 6.7)",110_Lydia,mass,6.7
ont_8_celestialbody_test_32,EXACT,1.00,"(110_Lydia, epoch, 2006-12-31)",110_Lydia,epoch,2006-12-31,"(110_Lydia, epoch, 2006-12-31)",110_Lydia,epoch,2006-12-31
ont_8_celestialbody_test_32,SEMANTIC,0.99,"(110_Lydia, orbitalPeriod, 142603000.0)",110_Lydia,orbitalPeriod,142603000.0,"(110_Lydia, orbitalPeriod, 142603000)",110_Lydia,orbitalPeriod,142603000
ont_8_celestialbody_test_32,MISSING,,"(110_Lydia, apoapsis, 440756000.0 (kilometres))",110_Lydia,apoapsis,440756000.0 (kilometres),,,,
ont_8_celestialbody_test_32,EXTRA,,,,,,"(110_Lydia, apoapsis, 440756000.0)",110_Lydia,apoapsis,440756000.0
ont_8_celestialbody_test_33,SEMANTIC,0.95,"(110_Lydia, escapeVelocity, 0.0455 (kilometrePerSeconds))",110_Lydia,escapeVelocity,0.0455 (kilometrePerSeconds),"(110_Lydia, escapeVelocity, 0.0455)",110_Lydia,escapeVelocity,0.0455
ont_8_celestialbody_test_33,MISSING,,"(110_Lydia, mass, 6.7 (kilograms))",110_Lydia,mass,6.7 (kilograms),,,,
ont_8_celestialbody_test_33,MISSING,,"(110_Lydia, apoapsis, 440756000.0 (kilometres))",110_Lydia,apoapsis,440756000.0 (kilometres),,,,
ont_8_celestialbody_test_33,EXTRA,,,,,,"(110_Lydia, mass, 6.7)",110_Lydia,mass,6.7
ont_8_celestialbody_test_33,EXTRA,,,,,,"(110_Lydia, apoapsis, 440756000.0)",110_Lydia,apoapsis,440756000.0
ont_8_celestialbody_test_34,SEMANTIC,0.96,"(110_Lydia, temperature, 168.0 (kelvins))",110_Lydia,temperature,168.0 (kelvins),"(110_Lydia, temperature, 168.0)",110_Lydia,temperature,168.0
ont_8_celestialbody_test_34,SEMANTIC,0.95,"(110_Lydia, escapeVelocity, 0.0455 (kilometrePerSeconds))",110_Lydia,escapeVelocity,0.0455 (kilometrePerSeconds),"(110_Lydia, escapeVelocity, 0.0455)",110_Lydia,escapeVelocity,0.0455
ont_8_celestialbody_test_34,MISSING,,"(110_Lydia, apoapsis, 440756000.0 (kilometres))",110_Lydia,apoapsis,440756000.0 (kilometres),,,,
ont_8_celestialbody_test_34,EXTRA,,,,,,"(110_Lydia, apoapsis, 440756000.0)",110_Lydia,apoapsis,440756000.0
ont_8_celestialbody_test_35,MISSING,,"(Grigory_Neujmin, deathDate, 1946-12-17)",Grigory_Neujmin,deathDate,1946-12-17,,,,
ont_8_celestialbody_test_36,EXACT,1.00,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5
ont_8_celestialbody_test_36,EXACT,1.00,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6
ont_8_celestialbody_test_36,EXACT,1.00,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin
ont_8_celestialbody_test_36,EXACT,1.00,"(Grigory_Neujmin, deathDate, 1946-12-17)",Grigory_Neujmin,deathDate,1946-12-17,"(Grigory_Neujmin, deathDate, 1946-12-17)",Grigory_Neujmin,deathDate,1946-12-17
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5,,,,
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, epoch, 31 July 2016 (JD2457600.5))",1147_Stavropolis,epoch,31 July 2016 (JD2457600.5),,,,
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,,,,
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, discovered, 1929-06-11)",1147_Stavropolis,discovered,1929-06-11,,,,
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6,,,,
ont_8_celestialbody_test_37,MISSING,,"(1147_Stavropolis, apoapsis, 418476000000.0)",1147_Stavropolis,apoapsis,418476000000.0,,,,
ont_8_celestialbody_test_38,EXACT,1.00,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6
ont_8_celestialbody_test_38,EXACT,1.00,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0
ont_8_celestialbody_test_38,EXACT,1.00,"(1147_Stavropolis, absoluteMagnitude, 11.5)",1147_Stavropolis,absoluteMagnitude,11.5,"(1147_Stavropolis, absoluteMagnitude, 11.5)",1147_Stavropolis,absoluteMagnitude,11.5
ont_8_celestialbody_test_38,MISSING,,"(1147_Stavropolis, epoch, 31 July 2016 (JD2457600.5))",1147_Stavropolis,epoch,31 July 2016 (JD2457600.5),,,,
ont_8_celestialbody_test_38,MISSING,,"(1147_Stavropolis, discovered, 1929-06-11)",1147_Stavropolis,discovered,1929-06-11,,,,
ont_8_celestialbody_test_38,EXTRA,,,,,,"(1147_Stavropolis, epoch, 2016-07-31)",1147_Stavropolis,epoch,2016-07-31
ont_8_celestialbody_test_39,EXACT,1.00,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5
ont_8_celestialbody_test_39,EXACT,1.00,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0
ont_8_celestialbody_test_39,MISSING,,"(1147_Stavropolis, discovered, 1929-06-11)",1147_Stavropolis,discovered,1929-06-11,,,,
ont_8_celestialbody_test_4,EXACT,1.00,"((19255)_1994_VK8, epoch, 2006-12-31)",(19255)_1994_VK8,epoch,2006-12-31,"((19255)_1994_VK8, epoch, 2006-12-31)",(19255)_1994_VK8,epoch,2006-12-31
ont_8_celestialbody_test_4,EXACT,1.00,"((19255)_1994_VK8, orbitalPeriod, 8788850000.0)",(19255)_1994_VK8,orbitalPeriod,8788850000.0,"((19255)_1994_VK8, orbitalPeriod, 8788850000.0)",(19255)_1994_VK8,orbitalPeriod,8788850000.0
ont_8_celestialbody_test_4,SEMANTIC,0.94,"((19255)_1994_VK8, apoapsis, 6603633000.0 (kilometres))",(19255)_1994_VK8,apoapsis,6603633000.0 (kilometres),"((19255)_1994_VK8, apoapsis, 6603633000.0)",(19255)_1994_VK8,apoapsis,6603633000.0
ont_8_celestialbody_test_40,EXACT,1.00,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6
ont_8_celestialbody_test_40,EXACT,1.00,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0
ont_8_celestialbody_test_40,EXACT,1.00,"(1147_Stavropolis, apoapsis, 418476000000.0)",1147_Stavropolis,apoapsis,418476000000.0,"(1147_Stavropolis, apoapsis, 418476000000.0)",1147_Stavropolis,apoapsis,418476000000.0
ont_8_celestialbody_test_40,EXACT,1.00,"(1147_Stavropolis, absoluteMagnitude, 11.5)",1147_Stavropolis,absoluteMagnitude,11.5,"(1147_Stavropolis, absoluteMagnitude, 11.5)",1147_Stavropolis,absoluteMagnitude,11.5
ont_8_celestialbody_test_40,SEMANTIC,0.98,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin,"(1147_Stavropolis, discovered, Grigory_Neujmin)",1147_Stavropolis,discovered,Grigory_Neujmin
ont_8_celestialbody_test_40,MISSING,,"(1147_Stavropolis, discovered, 1929-06-11)",1147_Stavropolis,discovered,1929-06-11,,,,
ont_8_celestialbody_test_41,EXACT,1.00,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5,"(1147_Stavropolis, rotationPeriod, 20378.5)",1147_Stavropolis,rotationPeriod,20378.5
ont_8_celestialbody_test_41,EXACT,1.00,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin
ont_8_celestialbody_test_41,EXACT,1.00,"(1147_Stavropolis, apoapsis, 418476000000.0)",1147_Stavropolis,apoapsis,418476000000.0,"(1147_Stavropolis, apoapsis, 418476000000.0)",1147_Stavropolis,apoapsis,418476000000.0
ont_8_celestialbody_test_41,EXACT,1.00,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0
ont_8_celestialbody_test_41,MISSING,,"(1147_Stavropolis, discovered, 1929-06-11)",1147_Stavropolis,discovered,1929-06-11,,,,
ont_8_celestialbody_test_42,EXACT,1.00,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6,"(1147_Stavropolis, orbitalPeriod, 1249.6)",1147_Stavropolis,orbitalPeriod,1249.6
ont_8_celestialbody_test_42,SEMANTIC,0.98,"(1147_Stavropolis, discoverer, Grigory_Neujmin)",1147_Stavropolis,discoverer,Grigory_Neujmin,"(1147_Stavropolis, discovered, Grigory_Neujmin)",1147_Stavropolis,discovered,Grigory_Neujmin
ont_8_celestialbody_test_42,SEMANTIC,0.99,"(1147_Stavropolis, periapsis, 260855000000.0)",1147_Stavropolis,periapsis,260855000000.0,"(1147_Stavropolis, periapsis, 260855000000)",1147_Stavropolis,periapsis,260855000000
ont_8_celestialbody_test_42,MISSING,,"(1147_Stavropolis, epoch, 31 July 2016 (JD2457600.5))",1147_Stavropolis,epoch,31 July 2016 (JD2457600.5),,,,
