sent_id,match_type,similarity,expected,expected_sub,expected_rel,expected_obj,predicted,predicted_sub,predicted_rel,predicted_obj
ont_19_film_test_112,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_112,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_113,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
ont_19_film_test_114,EXACT,1.00,"(Tom_Sizemore, occupation, Actor)",Tom_Sizemore,occupation,Actor,"(Tom_Sizemore, occupation, Actor)",Tom_Sizemore,occupation,Actor
ont_19_film_test_114,EXACT,1.00,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore
ont_19_film_test_115,EXACT,1.00,"(John_Mills, deathPlace, Denham,_Buckinghamshire)",John_Mills,deathPlace,"Denham,_Buckinghamshire","(John_Mills, deathPlace, Denham,_Buckinghamshire)",John_Mills,deathPlace,"Denham,_Buckinghamshire"
ont_19_film_test_115,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_115,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_116,EXACT,1.00,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West
ont_19_film_test_116,EXACT,1.00,"(Adam_West, birthYear, 1928)",Adam_West,birthYear,1928,"(Adam_West, birthYear, 1928)",Adam_West,birthYear,1928
ont_19_film_test_117,EXACT,1.00,"(John_Mills, deathPlace, Denham,_Buckinghamshire)",John_Mills,deathPlace,"Denham,_Buckinghamshire","(John_Mills, deathPlace, Denham,_Buckinghamshire)",John_Mills,deathPlace,"Denham,_Buckinghamshire"
ont_19_film_test_117,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_117,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_117,MISSING,,"(Cecil_Parker, birthName, Cecil Schwabe)",Cecil_Parker,birthName,Cecil Schwabe,,,,
ont_19_film_test_118,EXACT,1.00,"(Cyril_Frankel, occupation, Television_director)",Cyril_Frankel,occupation,Television_director,"(Cyril_Frankel, occupation, Television_director)",Cyril_Frankel,occupation,Television_director
ont_19_film_test_119,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_119,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
ont_19_film_test_12,MISSING,,"(It's_Great_to_Be_Young_(1956_film), writer, Ted_Willis)",It's_Great_to_Be_Young_(1956_film),writer,Ted_Willis,,,,
ont_19_film_test_120,SEMANTIC,0.98,"(John_Mills, child, Hayley_Mills)",John_Mills,child,Hayley_Mills,"(Hayley_Mills, child, John_Mills)",Hayley_Mills,child,John_Mills
ont_19_film_test_121,MISSING,,"(English_language, iso6392Code, eng)",English_language,iso6392Code,eng,,,,
ont_19_film_test_122,EXACT,1.00,"(Super_Capers, language, English_language)",Super_Capers,language,English_language,"(Super_Capers, language, English_language)",Super_Capers,language,English_language
ont_19_film_test_122,SEMANTIC,0.99,"(Super_Capers, budget, 2000000.0)",Super_Capers,budget,2000000.0,"(Super_Capers, budget, 2000000)",Super_Capers,budget,2000000
ont_19_film_test_122,SEMANTIC,0.97,"(Super_Capers, runtime, 98.0)",Super_Capers,runtime,98.0,"(Super_Capers, runtime, 98)",Super_Capers,runtime,98
ont_19_film_test_122,SEMANTIC,0.97,"(Super_Capers, writer, Ray_Griggs_(director))",Super_Capers,writer,Ray_Griggs_(director),"(Super_Capers, writer, Ray_Griggs)",Super_Capers,writer,Ray_Griggs
ont_19_film_test_122,MISSING,,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,,,,
ont_19_film_test_122,MISSING,,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,,,,
ont_19_film_test_122,MISSING,,"(Super_Capers, editing, Stacy_Katzman)",Super_Capers,editing,Stacy_Katzman,,,,
ont_19_film_test_123,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_123,MISSING,,"(It's_Great_to_Be_Young_(1956_film), editing, Max_Benedict)",It's_Great_to_Be_Young_(1956_film),editing,Max_Benedict,,,,
ont_19_film_test_123,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_124,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_124,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_124,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_124,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
ont_19_film_test_124,MISSING,,"(It's_Great_to_Be_Young_(1956_film), writer, Ted_Willis)",It's_Great_to_Be_Young_(1956_film),writer,Ted_Willis,,,,
ont_19_film_test_125,EXACT,1.00,"(Super_Capers, language, English_language)",Super_Capers,language,English_language,"(Super_Capers, language, English_language)",Super_Capers,language,English_language
ont_19_film_test_125,EXACT,1.00,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore
ont_19_film_test_125,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_125,EXACT,1.00,"(Super_Capers, distributor, Roadside_Attractions)",Super_Capers,distributor,Roadside_Attractions,"(Super_Capers, distributor, Roadside_Attractions)",Super_Capers,distributor,Roadside_Attractions
ont_19_film_test_125,MISSING,,"(Super_Capers, editing, Stacy_Katzman)",Super_Capers,editing,Stacy_Katzman,,,,
ont_19_film_test_126,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_127,EXACT,1.00,"(Lionsgate, foundedBy, Frank_Giustra)",Lionsgate,foundedBy,Frank_Giustra,"(Lionsgate, foundedBy, Frank_Giustra)",Lionsgate,foundedBy,Frank_Giustra
ont_19_film_test_127,EXACT,1.00,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate
ont_19_film_test_127,EXACT,1.00,"(Super_Capers, distributor, Roadside_Attractions)",Super_Capers,distributor,Roadside_Attractions,"(Super_Capers, distributor, Roadside_Attractions)",Super_Capers,distributor,Roadside_Attractions
ont_19_film_test_13,EXACT,1.00,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore
ont_19_film_test_13,EXACT,1.00,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West
ont_19_film_test_13,SEMANTIC,0.99,"(Tom_Sizemore, activeYearsStartYear, 1989-01-01)",Tom_Sizemore,activeYearsStartYear,1989-01-01,"(Tom_Sizemore, activeYearsStartYear, 1989)",Tom_Sizemore,activeYearsStartYear,1989
ont_19_film_test_14,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_14,EXACT,1.00,"(Super_Capers, language, English_language)",Super_Capers,language,English_language,"(Super_Capers, language, English_language)",Super_Capers,language,English_language
ont_19_film_test_14,MISSING,,"(Super_Capers, editing, Stacy_Katzman)",Super_Capers,editing,Stacy_Katzman,,,,
ont_19_film_test_15,EXACT,1.00,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore
ont_19_film_test_15,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_16,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_16,EXACT,1.00,"(Michael_Rooker, birthPlace, Jasper,_Alabama)",Michael_Rooker,birthPlace,"Jasper,_Alabama","(Michael_Rooker, birthPlace, Jasper,_Alabama)",Michael_Rooker,birthPlace,"Jasper,_Alabama"
ont_19_film_test_17,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_17,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_17,MISSING,,"(It's_Great_to_Be_Young_(1956_film), editing, Max_Benedict)",It's_Great_to_Be_Young_(1956_film),editing,Max_Benedict,,,,
ont_19_film_test_17,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_18,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_18,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_18,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_18,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_18,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
ont_19_film_test_19,MISSING,,"(It's_Great_to_Be_Young_(1956_film), gross, 282838.0)",It's_Great_to_Be_Young_(1956_film),gross,282838.0,,,,
ont_19_film_test_19,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_19,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
ont_19_film_test_19,MISSING,,"(It's_Great_to_Be_Young_(1956_film), cinematography, Gilbert_Taylor)",It's_Great_to_Be_Young_(1956_film),cinematography,Gilbert_Taylor,,,,
ont_19_film_test_2,EXACT,1.00,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore,"(Super_Capers, starring, Tom_Sizemore)",Super_Capers,starring,Tom_Sizemore
ont_19_film_test_2,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_2,SEMANTIC,0.97,"(Super_Capers, runtime, 98.0)",Super_Capers,runtime,98.0,"(Super_Capers, runtime, 98)",Super_Capers,runtime,98
ont_19_film_test_2,SEMANTIC,0.97,"(Super_Capers, writer, Ray_Griggs_(director))",Super_Capers,writer,Ray_Griggs_(director),"(Super_Capers, director, Ray_Griggs)",Super_Capers,director,Ray_Griggs
ont_19_film_test_2,SEMANTIC,0.98,"(Super_Capers, director, Ray_Griggs_(director))",Super_Capers,director,Ray_Griggs_(director),"(Super_Capers, director, Ray_Griggs)",Super_Capers,director,Ray_Griggs
ont_19_film_test_2,SEMANTIC,0.99,"(Super_Capers, budget, 2000000.0)",Super_Capers,budget,2000000.0,"(Super_Capers, budget, 2000000)",Super_Capers,budget,2000000
ont_19_film_test_20,EXACT,1.00,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate
ont_19_film_test_20,SEMANTIC,0.97,"(Super_Capers, gross, 30955.0)",Super_Capers,gross,30955.0,"(Super_Capers, gross, 30955)",Super_Capers,gross,30955
ont_19_film_test_20,SEMANTIC,0.97,"(Super_Capers, runtime, 98.0)",Super_Capers,runtime,98.0,"(Super_Capers, runtime, 98)",Super_Capers,runtime,98
ont_19_film_test_20,SEMANTIC,0.98,"(Super_Capers, starring, Tom_Lister,_Jr.)",Super_Capers,starring,"Tom_Lister,_Jr.","(Super_Capers, starring, Tommy_Lister_Jr.)",Super_Capers,starring,Tommy_Lister_Jr.
ont_19_film_test_20,SEMANTIC,0.98,"(Super_Capers, director, Ray_Griggs_(director))",Super_Capers,director,Ray_Griggs_(director),"(Super_Capers, director, Ray_Griggs)",Super_Capers,director,Ray_Griggs
ont_19_film_test_21,EXACT,1.00,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate,"(Super_Capers, distributor, Lionsgate)",Super_Capers,distributor,Lionsgate
ont_19_film_test_21,EXACT,1.00,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin
ont_19_film_test_21,SEMANTIC,0.97,"(Super_Capers, gross, 30955.0)",Super_Capers,gross,30955.0,"(Super_Capers, gross, 30955)",Super_Capers,gross,30955
ont_19_film_test_22,EXACT,1.00,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin
ont_19_film_test_22,SEMANTIC,0.97,"(Super_Capers, runtime, 98.0)",Super_Capers,runtime,98.0,"(Super_Capers, runtime, 98)",Super_Capers,runtime,98
ont_19_film_test_23,EXACT,1.00,"(Justin_Whalin, birthPlace, San_Francisco)",Justin_Whalin,birthPlace,San_Francisco,"(Justin_Whalin, birthPlace, San_Francisco)",Justin_Whalin,birthPlace,San_Francisco
ont_19_film_test_23,EXACT,1.00,"(Michael_Rooker, birthDate, 1955-04-06)",Michael_Rooker,birthDate,1955-04-06,"(Michael_Rooker, birthDate, 1955-04-06)",Michael_Rooker,birthDate,1955-04-06
ont_19_film_test_23,EXACT,1.00,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker,"(Super_Capers, starring, Michael_Rooker)",Super_Capers,starring,Michael_Rooker
ont_19_film_test_23,EXACT,1.00,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin,"(Super_Capers, starring, Justin_Whalin)",Super_Capers,starring,Justin_Whalin
ont_19_film_test_24,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_24,MISSING,,"(It's_Great_to_Be_Young_(1956_film), writer, Ted_Willis)",It's_Great_to_Be_Young_(1956_film),writer,Ted_Willis,,,,
ont_19_film_test_25,EXACT,1.00,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West,"(Super_Capers, starring, Adam_West)",Super_Capers,starring,Adam_West
ont_19_film_test_25,SEMANTIC,0.97,"(Super_Capers, writer, Ray_Griggs_(director))",Super_Capers,writer,Ray_Griggs_(director),"(Super_Capers, director, Ray_Griggs)",Super_Capers,director,Ray_Griggs
ont_19_film_test_25,SEMANTIC,0.98,"(Super_Capers, director, Ray_Griggs_(director))",Super_Capers,director,Ray_Griggs_(director),"(Super_Capers, director, Ray_Griggs)",Super_Capers,director,Ray_Griggs
ont_19_film_test_25,SEMANTIC,0.99,"(Super_Capers, budget, 2000000.0)",Super_Capers,budget,2000000.0,"(Super_Capers, budget, 2000000)",Super_Capers,budget,2000000
ont_19_film_test_25,EXTRA,,,,,,"(Super_Capers, writer, Ray_Griggs)",Super_Capers,writer,Ray_Griggs
ont_19_film_test_26,MISSING,,"(It's_Great_to_Be_Young_(1956_film), gross, 282838.0)",It's_Great_to_Be_Young_(1956_film),gross,282838.0,,,,
ont_19_film_test_26,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_26,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_26,MISSING,,"(It's_Great_to_Be_Young_(1956_film), cinematography, Gilbert_Taylor)",It's_Great_to_Be_Young_(1956_film),cinematography,Gilbert_Taylor,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, Cecil_Parker)",It's_Great_to_Be_Young_(1956_film),starring,Cecil_Parker,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), runtime, 94.0)",It's_Great_to_Be_Young_(1956_film),runtime,94.0,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), starring, John_Mills)",It's_Great_to_Be_Young_(1956_film),starring,John_Mills,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), musicComposer, Louis_Levy)",It's_Great_to_Be_Young_(1956_film),musicComposer,Louis_Levy,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), cinematography, Gilbert_Taylor)",It's_Great_to_Be_Young_(1956_film),cinematography,Gilbert_Taylor,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), gross, 282838.0)",It's_Great_to_Be_Young_(1956_film),gross,282838.0,,,,
ont_19_film_test_27,MISSING,,"(It's_Great_to_Be_Young_(1956_film), director, Cyril_Frankel)",It's_Great_to_Be_Young_(1956_film),director,Cyril_Frankel,,,,
