sent_id,match_type,similarity,expected,expected_sub,expected_rel,expected_obj,predicted,predicted_sub,predicted_rel,predicted_obj
ont_9_astronaut_test_12,EXTRA,,,,,,"(Elliot_See, birthPlace, Texas_(steamboat))",Elliot_See,birthPlace,Texas_(steamboat)
ont_9_astronaut_test_12,EXTRA,,,,,,"(Elliot_See, birthPlace, Collin_County,_Texas)",Elliot_See,birthPlace,"Collin_County,_Texas"
ont_9_astronaut_test_13,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_13,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_13,MISSING,,"(Distinguished_Service_Medal_(United_States_Navy), higher, Department_of_Commerce_Gold_Medal)",Distinguished_Service_Medal_(United_States_Navy),higher,Department_of_Commerce_Gold_Medal,,,,
ont_9_astronaut_test_13,EXTRA,,,,,,"(Alan_Shepard, affiliation, United_States_Navy)",Alan_Shepard,affiliation,United_States_Navy
ont_9_astronaut_test_14,EXACT,1.00,"(Elliot_See, deathDate, 1966-02-28)",Elliot_See,deathDate,1966-02-28,"(Elliot_See, deathDate, 1966-02-28)",Elliot_See,deathDate,1966-02-28
ont_9_astronaut_test_14,EXACT,1.00,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis
ont_9_astronaut_test_14,MISSING,,"(Elliot_See, almaMater, University_of_Texas_at_Austin)",Elliot_See,almaMater,University_of_Texas_at_Austin,,,,
ont_9_astronaut_test_15,EXACT,1.00,"(Elliot_See, occupation, Test_pilot)",Elliot_See,occupation,Test_pilot,"(Elliot_See, occupation, test pilot)",Elliot_See,occupation,test pilot
ont_9_astronaut_test_15,MISSING,,"(Elliot_See, almaMater, University_of_Texas_at_Austin)",Elliot_See,almaMater,University_of_Texas_at_Austin,,,,
ont_9_astronaut_test_15,MISSING,,"(Elliot_See, status, Deceased)",Elliot_See,status,Deceased,,,,
ont_9_astronaut_test_16,MISSING,,"(Elliot_See, almaMater, University_of_Texas_at_Austin)",Elliot_See,almaMater,University_of_Texas_at_Austin,,,,
ont_9_astronaut_test_16,MISSING,,"(University_of_Texas_at_Austin, president, Gregory_L._Fenves)",University_of_Texas_at_Austin,president,Gregory_L._Fenves,,,,
ont_9_astronaut_test_16,MISSING,,"(University_of_Texas_at_Austin, affiliation, University_of_Texas_System)",University_of_Texas_at_Austin,affiliation,University_of_Texas_System,,,,
ont_9_astronaut_test_17,MISSING,,"(Elliot_See, almaMater, University_of_Texas_at_Austin)",Elliot_See,almaMater,University_of_Texas_at_Austin,,,,
ont_9_astronaut_test_17,MISSING,,"(University_of_Texas_at_Austin, competeIn, Big_12_Conference)",University_of_Texas_at_Austin,competeIn,Big_12_Conference,,,,
ont_9_astronaut_test_17,MISSING,,"(University_of_Texas_at_Austin, affiliation, University_of_Texas_System)",University_of_Texas_at_Austin,affiliation,University_of_Texas_System,,,,
ont_9_astronaut_test_18,EXACT,1.00,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas
ont_9_astronaut_test_18,MISSING,,"(Elliot_See, almaMater, University_of_Texas_at_Austin)",Elliot_See,almaMater,University_of_Texas_at_Austin,,,,
ont_9_astronaut_test_18,MISSING,,"(University_of_Texas_at_Austin, mascot, Hook_'em_(mascot))",University_of_Texas_at_Austin,mascot,Hook_'em_(mascot),,,,
ont_9_astronaut_test_19,EXACT,1.00,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas
ont_9_astronaut_test_19,EXACT,1.00,"(Elliot_See, occupation, Test_pilot)",Elliot_See,occupation,Test_pilot,"(Elliot_See, occupation, test pilot)",Elliot_See,occupation,test pilot
ont_9_astronaut_test_19,MISSING,,"(Elliot_See, selectedByNasa, 1962)",Elliot_See,selectedByNasa,1962,,,,
ont_9_astronaut_test_19,EXTRA,,,,,,"(Elliot_See, affiliation, NASA)",Elliot_See,affiliation,NASA
ont_9_astronaut_test_2,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_2,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_2,MISSING,,"(Alan_Shepard, almaMater, NWC, M.A. 1957)",Alan_Shepard,almaMater,"NWC, M.A. 1957",,,,
ont_9_astronaut_test_2,EXTRA,,,,,,"(Alan_Shepard, almaMater, NWC)",Alan_Shepard,almaMater,NWC
ont_9_astronaut_test_20,EXACT,1.00,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas
ont_9_astronaut_test_20,SEMANTIC,0.99,"(Dallas, part, Collin_County,_Texas)",Dallas,part,"Collin_County,_Texas","(Dallas, isPartOf, Collin_County,_Texas)",Dallas,isPartOf,"Collin_County,_Texas"
ont_9_astronaut_test_20,MISSING,,"(Elliot_See, status, Deceased)",Elliot_See,status,Deceased,,,,
ont_9_astronaut_test_20,EXTRA,,,,,,"(Collin_County,_Texas, isPartOf, Texas_(steamboat))","Collin_County,_Texas",isPartOf,Texas_(steamboat)
ont_9_astronaut_test_21,EXACT,1.00,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis
ont_9_astronaut_test_21,EXACT,1.00,"(Elliot_See, birthDate, 1927-07-23)",Elliot_See,birthDate,1927-07-23,"(Elliot_See, birthDate, 1927-07-23)",Elliot_See,birthDate,1927-07-23
ont_9_astronaut_test_21,EXACT,1.00,"(Elliot_See, occupation, Test_pilot)",Elliot_See,occupation,Test_pilot,"(Elliot_See, occupation, test pilot)",Elliot_See,occupation,test pilot
ont_9_astronaut_test_22,EXACT,1.00,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis
ont_9_astronaut_test_22,EXACT,1.00,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas
ont_9_astronaut_test_22,EXACT,1.00,"(Elliot_See, nationality, United_States)",Elliot_See,nationality,United_States,"(Elliot_See, nationality, United_States)",Elliot_See,nationality,United_States
ont_9_astronaut_test_23,EXACT,1.00,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas,"(Elliot_See, birthPlace, Dallas)",Elliot_See,birthPlace,Dallas
ont_9_astronaut_test_23,EXACT,1.00,"(Elliot_See, occupation, Test_pilot)",Elliot_See,occupation,Test_pilot,"(Elliot_See, occupation, test pilot)",Elliot_See,occupation,test pilot
ont_9_astronaut_test_23,MISSING,,"(Dallas, partsType, List_of_counties_in_Texas)",Dallas,partsType,List_of_counties_in_Texas,,,,
ont_9_astronaut_test_24,EXACT,1.00,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis,"(Elliot_See, deathPlace, St._Louis)",Elliot_See,deathPlace,St._Louis
ont_9_astronaut_test_24,MISSING,,"(St._Louis, leader, Francis_G._Slay)",St._Louis,leader,Francis_G._Slay,,,,
ont_9_astronaut_test_24,MISSING,,"(St._Louis, isPartOf, Kingdom_of_France)",St._Louis,isPartOf,Kingdom_of_France,,,,
ont_9_astronaut_test_25,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_25,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_25,MISSING,,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),,,,
ont_9_astronaut_test_26,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_26,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_26,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_26,EXACT,1.00,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14
ont_9_astronaut_test_27,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_27,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_27,EXACT,1.00,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14
ont_9_astronaut_test_28,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_28,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_28,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_28,MISSING,,"(Alan_Shepard, almaMater, NWC, M.A. 1957)",Alan_Shepard,almaMater,"NWC, M.A. 1957",,,,
ont_9_astronaut_test_28,EXTRA,,,,,,"(Alan_Shepard, almaMater, NWC)",Alan_Shepard,almaMater,NWC
ont_9_astronaut_test_29,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_29,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_29,EXACT,1.00,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States
ont_9_astronaut_test_29,SEMANTIC,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-01-01)",Alan_Shepard,birthDate,1923-01-01
ont_9_astronaut_test_29,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_3,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_3,EXACT,1.00,"(Alan_Shepard, deathDate, 1998-07-21)",Alan_Shepard,deathDate,1998-07-21,"(Alan_Shepard, deathDate, 1998-07-21)",Alan_Shepard,deathDate,1998-07-21
ont_9_astronaut_test_3,MISSING,,"(Alan_Shepard, almaMater, NWC, M.A. 1957)",Alan_Shepard,almaMater,"NWC, M.A. 1957",,,,
ont_9_astronaut_test_3,EXTRA,,,,,,"(Alan_Shepard, almaMater, Northwest_Conference)",Alan_Shepard,almaMater,Northwest_Conference
ont_9_astronaut_test_30,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_30,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_30,SEMANTIC,0.95,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14,"(Alan_Shepard, part, Apollo_14)",Alan_Shepard,part,Apollo_14
ont_9_astronaut_test_30,MISSING,,"(Alan_Shepard, almaMater, NWC, M.A. 1957)",Alan_Shepard,almaMater,"NWC, M.A. 1957",,,,
ont_9_astronaut_test_30,EXTRA,,,,,,"(Alan_Shepard, almaMater, Northwest_Conference)",Alan_Shepard,almaMater,Northwest_Conference
ont_9_astronaut_test_31,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_31,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_31,SEMANTIC,0.97,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Distinguished_Service_Medal_(U.S._Army))",Alan_Shepard,award,Distinguished_Service_Medal_(U.S._Army)
ont_9_astronaut_test_31,SEMANTIC,1.00,"(Alan_Shepard, deathDate, 1998-07-21)",Alan_Shepard,deathDate,1998-07-21,"(Alan_Shepard, deathDate, 1998-07-12)",Alan_Shepard,deathDate,1998-07-12
ont_9_astronaut_test_31,MISSING,,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,,,,
ont_9_astronaut_test_31,MISSING,,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,,,,
ont_9_astronaut_test_31,EXTRA,,,,,,"(Alan_Shepard, affiliation, United_States_Navy)",Alan_Shepard,affiliation,United_States_Navy
ont_9_astronaut_test_32,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_32,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_32,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_32,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_32,MISSING,,"(Alan_Shepard, servedAsChiefOfTheAstronautOfficeIn, 1963)",Alan_Shepard,servedAsChiefOfTheAstronautOfficeIn,1963,,,,
ont_9_astronaut_test_32,EXTRA,,,,,,"(Alan_Shepard, title, chief of the astronaut office)",Alan_Shepard,title,chief of the astronaut office
ont_9_astronaut_test_33,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_33,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_33,EXACT,1.00,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States
ont_9_astronaut_test_33,SEMANTIC,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-01-01)",Alan_Shepard,birthDate,1923-01-01
ont_9_astronaut_test_33,SEMANTIC,1.00,"(Alan_Shepard, deathDate, 1998-07-21)",Alan_Shepard,deathDate,1998-07-21,"(Alan_Shepard, deathDate, 1998-01-01)",Alan_Shepard,deathDate,1998-01-01
ont_9_astronaut_test_34,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_34,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_34,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_34,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_34,MISSING,,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,,,,
ont_9_astronaut_test_34,MISSING,,"(Alan_Shepard, selectedByNasa, 1959)",Alan_Shepard,selectedByNasa,1959,,,,
ont_9_astronaut_test_34,EXTRA,,,,,,"(Alan_Shepard, timeInSpace, 1959)",Alan_Shepard,timeInSpace,1959
ont_9_astronaut_test_35,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_35,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_35,SEMANTIC,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-01)",Alan_Shepard,birthDate,1923-11-01
ont_9_astronaut_test_35,MISSING,,"(Alan_Shepard, occupation, Test_pilot)",Alan_Shepard,occupation,Test_pilot,,,,
ont_9_astronaut_test_35,MISSING,,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,,,,
ont_9_astronaut_test_35,MISSING,,"(Alan_Shepard, selectedByNasa, 1959)",Alan_Shepard,selectedByNasa,1959,,,,
ont_9_astronaut_test_35,EXTRA,,,,,,"(Alan_Shepard, affiliation, NASA)",Alan_Shepard,affiliation,NASA
ont_9_astronaut_test_36,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_36,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_36,SEMANTIC,0.97,"(California, senators, Dianne_Feinstein)",California,senators,Dianne_Feinstein,"(California, representative, Dianne_Feinstein)",California,representative,Dianne_Feinstein
ont_9_astronaut_test_37,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_37,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_37,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_37,EXACT,1.00,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States
ont_9_astronaut_test_37,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_37,MISSING,,"(Alan_Shepard, status, Deceased)",Alan_Shepard,status,Deceased,,,,
ont_9_astronaut_test_37,MISSING,,"(Alan_Shepard, servedAsChiefOfTheAstronautOfficeIn, 1963)",Alan_Shepard,servedAsChiefOfTheAstronautOfficeIn,1963,,,,
ont_9_astronaut_test_38,EXACT,1.00,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California
ont_9_astronaut_test_38,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_38,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_38,EXACT,1.00,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States
ont_9_astronaut_test_38,MISSING,,"(Alan_Shepard, servedAsChiefOfTheAstronautOfficeIn, 1963)",Alan_Shepard,servedAsChiefOfTheAstronautOfficeIn,1963,,,,
ont_9_astronaut_test_38,MISSING,,"(Alan_Shepard, almaMater, NWC, M.A. 1957)",Alan_Shepard,almaMater,"NWC, M.A. 1957",,,,
ont_9_astronaut_test_38,MISSING,,"(Alan_Shepard, selectedByNasa, 1959)",Alan_Shepard,selectedByNasa,1959,,,,
ont_9_astronaut_test_38,EXTRA,,,,,,"(Alan_Shepard, almaMater, NWC)",Alan_Shepard,almaMater,NWC
ont_9_astronaut_test_39,EXACT,1.00,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18,"(Alan_Shepard, birthDate, 1923-11-18)",Alan_Shepard,birthDate,1923-11-18
ont_9_astronaut_test_39,EXACT,1.00,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire,"(Alan_Shepard, birthPlace, New_Hampshire)",Alan_Shepard,birthPlace,New_Hampshire
ont_9_astronaut_test_39,EXACT,1.00,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States,"(Alan_Shepard, nationality, United_States)",Alan_Shepard,nationality,United_States
ont_9_astronaut_test_39,SEMANTIC,0.99,"(Alan_Shepard, award, Distinguished_Service_Medal_(United_States_Navy))",Alan_Shepard,award,Distinguished_Service_Medal_(United_States_Navy),"(Alan_Shepard, award, Navy_Distinguished_Service_Medal)",Alan_Shepard,award,Navy_Distinguished_Service_Medal
ont_9_astronaut_test_39,SEMANTIC,0.95,"(Alan_Shepard, mission, Apollo_14)",Alan_Shepard,mission,Apollo_14,"(Alan_Shepard, part, Apollo_14)",Alan_Shepard,part,Apollo_14
ont_9_astronaut_test_39,MISSING,,"(Alan_Shepard, deathPlace, California)",Alan_Shepard,deathPlace,California,,,,
